QueryId,QueryName,GoogleSearchResultId,BingSearchResultId,GTitleNumOfTokens,BTitleNumOfTokens,TitleTokensJaccardSim,GTitleNumOfTerms,BTitleNumOfTerms,TitleTermsJaccardSim,GSnippetNumOfTokens,BSnippetNumOfTokens,SnippetTokensJaccardSim,GSnippetNumOfTerms,BSnippetNumOfTerms,SnippetTremsJaccardSim
134,طرابلس مدينة لبنان,30057,40046,5,5,1.0,4,4,1.0,29,15,0.11111111,21,12,0.15384616
134,طرابلس مدينة لبنان,30064,40050,10,10,1.0,9,9,1.0,24,5,0.16666667,18,4,0.2
134,طرابلس مدينة لبنان,30068,40051,3,5,0.33333334,3,4,0.4,27,18,0.14285715,19,12,0.20833333
134,طرابلس مدينة لبنان,30103,40052,4,6,0.8,3,4,0.75,19,16,0.03125,14,11,0.045454547
134,طرابلس مدينة لبنان,30037,40057,4,4,1.0,3,3,1.0,29,20,0.6551724,20,12,0.6
134,طرابلس مدينة لبنان,30090,40059,7,7,1.0,6,6,1.0,22,12,0.0,20,10,0.05263158
134,طرابلس مدينة لبنان,30036,40078,7,7,1.0,5,5,1.0,29,18,0.17142858,20,13,0.22727273
134,طرابلس مدينة لبنان,30043,40086,8,8,1.0,6,6,1.0,25,15,0.11111111,20,11,0.14814815
134,طرابلس مدينة لبنان,30074,40092,14,11,0.71428573,9,7,0.75,12,17,0.44444445,11,11,0.5
134,طرابلس مدينة لبنان,30069,40125,12,10,1.0,9,7,1.0,25,16,0.029411765,21,13,0.074074075
134,طرابلس مدينة لبنان,30091,40180,6,6,1.0,6,6,1.0,29,18,0.0952381,22,14,0.16666667
135,طرابلس عاصمة ليبيا,30135,40235,5,5,1.0,4,4,1.0,20,18,0.057142857,14,13,0.13043478
135,طرابلس عاصمة ليبيا,30140,40237,7,7,1.0,6,6,1.0,29,20,0.5,22,15,0.71428573
135,طرابلس عاصمة ليبيا,30136,40239,6,6,1.0,3,3,1.0,32,19,0.2777778,19,13,0.2857143
135,طرابلس عاصمة ليبيا,30142,40243,11,10,0.90909094,8,7,0.875,25,15,0.121212125,19,12,0.115384616
135,طرابلس عاصمة ليبيا,30146,40249,5,7,0.8333333,4,5,0.8,28,15,0.53571427,21,12,0.5714286
135,طرابلس عاصمة ليبيا,30167,40271,4,4,1.0,3,3,1.0,31,21,0.5555556,20,12,0.6
135,طرابلس عاصمة ليبيا,30171,40275,8,8,1.0,6,6,1.0,30,16,0.4,20,12,0.39130434
135,طرابلس عاصمة ليبيا,30167,40278,4,4,1.0,3,3,1.0,31,21,0.5555556,20,12,0.6
135,طرابلس عاصمة ليبيا,30152,40286,11,10,0.90909094,7,6,0.85714287,30,15,0.04761905,22,11,0.06451613
135,طرابلس عاصمة ليبيا,30157,40286,11,10,0.90909094,7,6,0.85714287,30,15,0.04761905,22,11,0.06451613
135,طرابلس عاصمة ليبيا,30196,40288,4,6,0.8,3,4,0.75,29,17,0.60714287,20,12,0.6315789
135,طرابلس عاصمة ليبيا,30194,40311,7,7,1.0,5,5,1.0,29,16,0.37037036,19,10,0.4
135,طرابلس عاصمة ليبيا,30194,40316,7,7,1.0,5,5,1.0,29,16,0.37037036,19,10,0.4
135,طرابلس عاصمة ليبيا,30145,40323,12,10,0.8333333,8,7,0.875,29,20,0.2857143,18,15,0.26923078
137,جامعة الازهر مصر,30335,40635,4,4,1.0,4,4,1.0,29,15,0.05263158,24,13,0.06451613
137,جامعة الازهر مصر,30336,40645,6,6,1.0,5,5,1.0,26,18,0.06896552,19,12,0.14285715
137,جامعة الازهر مصر,30407,40649,7,7,1.0,6,6,1.0,26,13,0.08571429,23,12,0.13793103
137,جامعة الازهر مصر,30361,40652,10,10,1.0,9,9,1.0,28,16,0.5714286,22,15,0.6666667
137,جامعة الازهر مصر,30368,40654,7,7,1.0,6,6,1.0,27,17,0.625,21,13,0.64705884
137,جامعة الازهر مصر,30342,40656,8,8,1.0,7,7,1.0,29,16,0.55172414,21,13,0.61904764
137,جامعة الازهر مصر,30375,40658,11,9,0.53846157,10,8,0.8,28,15,0.025,22,10,0.0
137,جامعة الازهر مصر,30374,40677,12,10,0.6923077,9,7,0.7777778,25,13,0.52,20,11,0.5263158
137,جامعة الازهر مصر,30359,40681,3,3,1.0,2,2,1.0,31,17,0.53333336,24,14,0.65
137,جامعة الازهر مصر,30348,40700,12,10,0.8333333,9,8,0.8888889,29,16,0.55172414,25,14,0.5833333
137,جامعة الازهر مصر,30381,40753,4,4,1.0,3,3,1.0,30,16,0.4642857,23,13,0.5555556
137,جامعة الازهر مصر,30343,40754,13,13,1.0,9,9,1.0,31,14,0.022727273,19,11,0.12
137,جامعة الازهر مصر,30343,40758,13,13,1.0,9,9,1.0,31,14,0.022727273,19,11,0.12
137,جامعة الازهر مصر,30352,40823,12,10,0.6923077,9,8,0.8888889,30,16,0.53333336,23,12,0.5
137,جامعة الازهر مصر,30360,46419,7,7,1.0,6,6,1.0,20,17,0.55,18,13,0.5294118
137,جامعة الازهر مصر,30336,46423,6,6,1.0,5,5,1.0,26,18,0.13793103,19,10,0.22222222
138,جامعة الازهر غزة,30435,40835,4,7,0.6666667,3,5,0.6,12,12,0.8,11,11,1.0
138,جامعة الازهر غزة,30436,40836,2,2,0.0,2,2,0.0,23,9,0.3529412,17,7,0.5
138,جامعة الازهر غزة,30449,40837,7,7,1.0,5,5,1.0,28,17,0.44444445,19,12,0.5294118
138,جامعة الازهر غزة,30451,40845,3,2,0.0,3,2,0.0,26,12,0.057142857,23,7,0.115384616
140,اللغة العربية,30635,41235,6,6,1.0,5,5,1.0,27,15,0.47826087,21,12,0.5
140,اللغة العربية,30646,41236,3,5,0.6,3,4,0.75,24,18,0.02631579,20,15,0.0
140,اللغة العربية,30662,41241,5,5,1.0,4,4,1.0,27,16,0.2413793,22,13,0.2173913
140,اللغة العربية,30644,41242,6,6,1.0,5,5,1.0,30,15,0.51724136,20,10,0.5263158
140,اللغة العربية,30644,41246,6,6,1.0,5,5,1.0,30,15,0.51724136,20,10,0.5263158
140,اللغة العربية,30673,41249,8,8,1.0,6,6,1.0,25,13,0.375,17,10,0.4
140,اللغة العربية,30638,41258,4,4,1.0,3,3,1.0,27,18,0.5555556,20,12,0.625
140,اللغة العربية,30675,41272,6,6,1.0,5,5,1.0,26,16,0.054054055,20,13,0.074074075
140,اللغة العربية,30722,41273,6,6,1.0,5,5,1.0,28,15,0.53571427,20,10,0.5
140,اللغة العربية,30699,41277,4,4,1.0,4,4,1.0,25,17,0.61538464,21,13,0.68421054
140,اللغة العربية,30701,41290,11,9,0.6666667,9,8,0.8888889,21,17,0.26923078,18,12,0.36842105
140,اللغة العربية,30684,41311,3,3,1.0,3,3,1.0,26,15,0.083333336,20,12,0.074074075
140,اللغة العربية,30693,41353,5,5,1.0,4,4,1.0,25,19,0.0,19,16,0.03125
140,اللغة العربية,30684,41354,3,3,1.0,3,3,1.0,26,15,0.083333336,20,12,0.074074075
141,قناة العربية,30737,41436,4,4,1.0,4,4,1.0,18,18,0.5,17,17,0.6666667
141,قناة العربية,30744,41438,5,5,1.0,5,5,1.0,26,19,0.5263158,26,18,0.625
141,قناة العربية,30740,41440,8,8,1.0,8,8,1.0,16,18,0.75,15,17,0.8333333
141,قناة العربية,30756,41444,13,11,0.84615386,11,9,0.8181818,27,18,0.5,25,15,0.46153846
141,قناة العربية,30739,41448,6,6,1.0,5,5,1.0,27,17,0.5652174,22,12,0.5882353
141,قناة العربية,30772,41456,10,10,1.0,9,9,1.0,25,16,0.44444445,21,15,0.52380955
141,قناة العربية,30762,41528,7,7,1.0,7,7,1.0,28,18,0.51724136,23,16,0.65
141,قناة العربية,30745,46037,4,6,0.6666667,4,5,0.8,31,19,0.6,24,15,0.6363636
143,بشار الاسد,41735,43135,6,6,1.0,5,5,1.0,27,15,0.5185185,21,12,0.6111111
143,بشار الاسد,41748,43137,5,5,1.0,4,4,1.0,25,16,0.078947365,21,13,0.13333334
143,بشار الاسد,41737,43138,5,5,1.0,4,4,1.0,28,13,0.114285715,24,9,0.11111111
143,بشار الاسد,41742,43144,5,5,0.6666667,4,4,0.6,10,9,0.35714287,10,8,0.5
143,بشار الاسد,41741,43149,12,10,0.8333333,9,7,0.7777778,27,14,0.5,21,12,0.55
143,بشار الاسد,41786,43150,4,4,1.0,3,3,1.0,23,15,0.5833333,21,12,0.6315789
143,بشار الاسد,41747,43161,12,10,0.6923077,10,9,0.9,21,13,0.13333334,17,8,0.13636364
143,بشار الاسد,41750,43163,12,10,0.6923077,7,6,0.85714287,27,19,0.60714287,20,15,0.59090906
143,بشار الاسد,41763,43186,5,5,1.0,3,3,1.0,25,17,0.10526316,23,14,0.125
144,حيوان الاسد,41835,43335,5,5,1.0,4,4,1.0,23,14,0.52380955,19,11,0.5882353
144,حيوان الاسد,41907,43344,13,11,0.71428573,10,8,0.8,31,18,0.6296296,20,12,0.6666667
144,حيوان الاسد,41837,43347,6,6,1.0,4,4,1.0,29,19,0.046511628,18,11,0.09090909
144,حيوان الاسد,41841,43376,7,7,1.0,6,6,1.0,27,14,0.5185185,19,10,0.5555556
144,حيوان الاسد,41849,43384,8,8,1.0,6,6,1.0,18,18,0.8888889,12,12,1.0
144,حيوان الاسد,41854,43388,1,12,0.0,1,7,0.0,26,18,0.025,22,13,0.06666667
144,حيوان الاسد,41856,43394,3,3,1.0,2,2,1.0,27,19,0.022727273,23,13,0.09375
144,حيوان الاسد,41856,43395,3,3,1.0,2,2,1.0,27,19,0.022727273,23,13,0.09375
145,برج الاسد,41941,43535,13,12,0.8181818,9,8,0.85714287,33,21,0.7037037,25,13,0.6875
145,برج الاسد,41935,43538,5,5,1.0,3,3,1.0,21,18,0.75,16,12,0.75
145,برج الاسد,41946,43539,13,12,0.90909094,9,8,0.85714287,30,17,0.6,23,13,0.6111111
145,برج الاسد,41937,43544,5,7,0.71428573,4,5,0.8,31,22,0.3611111,24,13,0.36
145,برج الاسد,42005,43545,5,5,1.0,4,4,1.0,28,17,0.55172414,23,13,0.5652174
145,برج الاسد,41936,43553,6,6,1.0,4,4,1.0,33,15,0.4827586,23,11,0.55
145,برج الاسد,41985,43556,11,11,1.0,8,8,1.0,33,19,0.53571427,22,13,0.5294118
145,برج الاسد,41974,43560,10,10,1.0,6,6,1.0,30,19,0.24242425,19,11,0.25
145,برج الاسد,41944,43563,6,6,1.0,5,5,1.0,34,19,0.625,22,13,0.6875
145,برج الاسد,41945,43570,6,6,1.0,4,4,1.0,34,17,0.04761905,23,12,0.035714287
145,برج الاسد,41975,43572,6,6,1.0,4,4,1.0,28,16,0.1891892,20,13,0.22222222
145,برج الاسد,41943,43577,9,9,1.0,8,8,1.0,28,13,0.027027028,23,10,0.071428575
145,برج الاسد,41939,43582,13,12,0.90909094,9,9,1.0,27,17,0.65217394,20,14,0.6666667
145,برج الاسد,42024,43584,4,6,0.8,3,4,0.75,33,18,0.625,23,14,0.7222222
145,برج الاسد,41996,43601,6,6,1.0,6,6,1.0,32,16,0.06818182,22,14,0.060606062
145,برج الاسد,41981,43622,6,6,1.0,5,5,1.0,29,16,0.53846157,23,14,0.5714286
145,برج الاسد,41973,43668,5,5,1.0,2,2,1.0,24,17,0.21875,18,11,0.42105263
145,برج الاسد,41999,43716,9,9,1.0,7,7,1.0,27,18,0.10526316,21,15,0.06666667
150,مريم العذراء,42435,44535,6,6,1.0,5,5,1.0,22,13,0.5,21,11,0.47058824
150,مريم العذراء,42436,44536,7,7,1.0,6,6,1.0,29,13,0.05263158,23,12,0.26086956
150,مريم العذراء,42448,44539,5,5,1.0,4,4,1.0,26,18,0.6818182,19,13,0.6666667
150,مريم العذراء,42510,44547,4,6,0.8,3,4,0.75,24,16,0.5652174,19,11,0.5625
150,مريم العذراء,42459,44550,5,5,1.0,4,4,1.0,26,18,0.023809524,24,12,0.030303031
150,مريم العذراء,42456,44558,11,11,1.0,8,8,1.0,31,15,0.4814815,22,12,0.5555556
150,مريم العذراء,42437,44568,7,7,1.0,5,5,1.0,30,15,0.3846154,23,13,0.47058824
150,مريم العذراء,42485,44575,3,7,0.75,3,6,1.0,30,16,0.16129032,26,14,0.3043478
150,مريم العذراء,42512,44599,5,5,1.0,4,4,1.0,35,18,0.48387095,23,13,0.5555556
150,مريم العذراء,42473,44627,3,5,0.6,3,4,0.75,29,17,0.5,25,15,0.59090906
151,برج العذراء,42544,44735,12,11,1.0,8,7,1.0,31,20,0.65384614,23,12,0.6666667
151,برج العذراء,42593,44736,13,11,0.8181818,9,7,0.71428573,28,15,0.121212125,22,13,0.16
151,برج العذراء,42535,44738,5,5,1.0,3,3,1.0,21,17,0.75,16,11,0.75
151,برج العذراء,42597,44740,5,5,1.0,4,4,1.0,28,19,0.64285713,19,14,0.7368421
151,برج العذراء,42540,44743,6,6,1.0,5,5,1.0,32,19,0.625,23,13,0.6666667
151,برج العذراء,42537,44751,7,7,1.0,4,4,1.0,29,21,0.075,22,12,0.071428575
151,برج العذراء,42542,44755,6,6,1.0,4,4,1.0,29,20,0.075,22,12,0.12
151,برج العذراء,42568,44756,6,6,1.0,4,4,1.0,21,17,0.45833334,16,13,0.7692308
151,برج العذراء,42577,44759,10,10,1.0,6,6,1.0,26,17,0.02631579,20,10,0.07692308
151,برج العذراء,42578,44776,14,12,0.85714287,8,6,0.75,29,13,0.1388889,21,8,0.16
151,برج العذراء,42545,44806,6,6,1.0,4,4,1.0,29,19,0.64285713,20,12,0.57894737
151,برج العذراء,42592,44808,9,9,1.0,7,7,1.0,18,13,0.6111111,12,10,0.8333333
151,برج العذراء,42603,44842,6,6,1.0,5,5,1.0,29,15,0.5769231,22,12,0.6
153,القدرة الخليلية,42735,45135,6,6,1.0,5,5,1.0,28,16,0.09090909,18,10,0.1875
153,القدرة الخليلية,42743,45138,8,8,1.0,6,6,1.0,30,17,0.078947365,19,13,0.14285715
153,القدرة الخليلية,42739,45159,12,10,0.6923077,10,8,0.8,16,14,0.7647059,16,13,0.8125
153,القدرة الخليلية,42738,45161,13,12,0.78571427,11,9,0.8888889,29,16,0.5,25,14,0.5416667
153,القدرة الخليلية,42749,45163,5,5,1.0,4,4,1.0,26,18,0.7083333,21,15,0.7058824
153,القدرة الخليلية,42748,45178,6,6,1.0,5,5,1.0,32,17,0.021276595,29,12,0.05882353
153,القدرة الخليلية,42788,45214,7,7,1.0,6,6,1.0,25,14,0.53333336,18,11,0.6666667
153,القدرة الخليلية,42782,45223,6,6,1.0,5,5,1.0,42,17,0.3902439,32,12,0.46153846
153,القدرة الخليلية,42787,45251,11,10,0.75,8,7,0.875,20,9,0.46666667,17,7,0.5
154,القدرة فيزياء,42835,45335,6,6,1.0,5,5,1.0,26,14,0.56,25,14,0.5833333
154,القدرة فيزياء,42836,45336,4,6,0.8,3,4,0.75,27,14,0.4814815,23,11,0.55
154,القدرة فيزياء,42890,45339,5,5,1.0,4,4,1.0,34,12,0.0,28,12,0.027777778
154,القدرة فيزياء,42877,45384,7,7,1.0,5,5,1.0,31,17,0.25,26,13,0.2413793
154,القدرة فيزياء,42906,45427,10,10,1.0,7,7,1.0,33,15,0.3548387,27,12,0.4
